KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26
1,27,0.0,0,0.07282172373081464,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,false,true,true
2,27,0.0,0,0.015503208302829335,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,false
3,27,0.0,0,0.052130346569500226,true,true,true,true,true,true,false,true,false,true,false,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true
4,27,0.0,0,0.014031300593631947,true,false,true,false,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true
5,27,0.0,0,0.04232970134044054,false,true,false,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true
6,27,0.0,0,0.03982790411800861,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false
7,27,0.0,0,0.013573661945926062,true,true,true,false,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,false,true
8,27,0.0,0,0.03628709745316776,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,false,true,true,true,false,true,false
9,27,0.0,0,0.04678508881661246,false,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true
10,27,0.0,0,0.00968150908601944,true,true,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,false
11,27,0.0,0,0.060638501242592235,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
