KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24
1,25,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false
2,25,0.0,0,3.4088142196250304E-4,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true
3,25,0.0,0,1.3422818791946307E-4,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false
4,25,0.015625,0,3.486294504728287E-4,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,true,true,false,true,true
5,25,0.0,0,2.8799473381058176E-4,true,true,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,true,false,true,false
6,25,0.0,0,4.616592031762153E-5,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,false
7,25,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,false,true
8,25,0.0,0,8.887703861707328E-5,true,false,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true
9,25,0.0,0,0.0,true,true,true,true,true,true,false,true,true,false,true,true,false,true,false,true,true,false,true,true,true,false,true,true,true
10,25,0.0,0,0.0,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true
11,25,0.0,0,0.0,true,false,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true
12,25,0.0,0,2.9668559803339834E-4,true,false,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true
13,25,0.0,0,9.541529507180001E-5,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,true
14,25,0.0,0,6.786233640329617E-4,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false
15,25,0.0,0,2.2120957395036056E-4,true,true,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true
16,25,0.0,0,1.4264656935000713E-4,true,true,true,false,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true
17,25,0.0,0,0.0,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true
18,25,0.0,0,0.0,false,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true
19,25,0.0,0,2.7030679821597514E-4,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true
20,25,0.0,0,0.0,false,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false
21,25,0.0,0,3.983428935627788E-5,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,false,true,false,false
22,25,0.0,0,3.59804677460807E-4,true,true,true,false,true,false,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true
23,25,0.0,0,0.0,false,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false
24,25,0.015625,0,4.008016032064128E-4,false,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false
25,25,0.0,0,4.30416068866571E-4,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true
26,25,0.0,0,0.0,false,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true
27,25,0.0,0,0.0,false,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true
28,25,0.0,0,0.0,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true
29,25,0.0,0,6.158802349819974E-4,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true
30,25,0.0,0,3.7893141341417203E-4,true,true,true,false,true,false,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true
31,25,0.0,0,0.0,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false
32,25,0.0,0,4.723259908111125E-4,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true
33,25,0.0,0,0.0,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true
34,25,0.0,0,2.844834593188653E-4,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,false,true,false,true,true,true,true,false
35,25,0.0,0,3.399873718976152E-4,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,false,true,true,false
36,25,0.0,0,0.0,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true
37,25,0.0,0,0.0,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true
38,25,0.0,0,4.4126731974229987E-4,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true
39,25,0.0,0,0.0,true,true,true,true,true,true,true,true,false,false,false,true,true,false,true,true,false,true,true,true,false,true,true,true,true
40,25,0.0,0,0.0,true,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,true,true
41,25,0.0,0,8.005443701717168E-5,true,true,false,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true
42,25,0.0,0,0.0,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false
43,25,0.0,0,0.0,true,true,false,false,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true
44,25,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,true,true,false,true
45,25,0.0,0,3.0436767615279255E-4,true,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false
46,25,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true
47,25,0.0,0,0.0,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,true
48,25,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true
49,25,0.0,0,4.001956512072569E-4,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false
50,25,0.0,0,0.0,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,false,true
51,25,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true,false
52,25,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,false
53,25,0.0,0,1.4038371548900328E-4,false,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true
54,25,0.0,0,0.0,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,true,true
55,25,0.0,0,0.0,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,true,true,false,true,true,true
56,25,0.0,0,2.3325247247620826E-4,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,false
57,25,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,true
58,25,0.0,0,4.271273314033506E-4,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false
59,25,0.0,0,0.0,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true
60,25,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,true
61,25,0.0,0,6.129762353828744E-4,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,true
62,25,0.0,0,1.8427235454001014E-4,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true,true,true,true,false
63,25,0.0,0,0.0,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true
64,25,0.0,0,4.724781478856603E-4,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true,true,false
65,25,0.0,0,3.734284884444629E-4,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,false,true,true
66,25,0.0,0,0.0,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,true,true,false,false,true,true,true,true,true
67,25,0.0,0,4.2799058420714745E-4,true,true,true,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true
68,25,0.0,0,2.624212736179146E-4,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false
69,25,0.0,0,0.0,true,false,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true
70,25,0.0,0,0.0,true,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true
71,25,0.0,0,6.543584949754615E-4,true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,true,true,true,true,true,false,true,true,true,true
72,25,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true
73,25,0.0,0,1.9369522057043244E-4,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,false,true,true,false
74,25,0.0,0,2.170421495854495E-4,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,true,false,true,true,false,false
75,25,0.0,0,9.332711152589827E-5,true,true,true,false,true,true,false,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false
76,25,0.0,0,0.0,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true
77,25,0.0,0,3.5833120040952137E-4,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
78,25,0.0,0,9.349289454001496E-5,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,false,false,true,true
79,25,0.0,0,2.743986097137108E-4,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,false,true,true,false,true
80,25,0.0,0,1.2796996971377385E-4,false,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true
81,25,0.0,0,2.487355940635105E-4,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true
82,25,0.0,0,0.0,false,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true
83,25,0.0,0,0.0,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true
84,25,0.0,0,0.0,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,false,true,false,true,true,false,true,true,true,true
