KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14
1,15,0.015625,0,0.0,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true
2,15,0.0,0,0.0,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false
3,15,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false
4,15,0.0,0,0.0,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true
5,15,0.015625,0,0.0,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true
6,15,0.0,0,0.0,true,true,true,true,true,false,true,false,false,true,true,true,true,false,true
7,15,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true
8,15,0.0,0,0.0,false,true,true,false,true,true,false,true,true,true,true,true,true,true,false
9,15,0.015625,0,0.0,true,true,false,true,true,true,false,true,false,true,true,true,true,false,true
10,15,0.0,0,0.0,false,true,true,true,true,true,false,true,true,false,false,true,true,true,true
11,15,0.0,0,0.0,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true
12,15,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true,true,true,true,true,false
13,15,0.015625,0,0.0,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false
14,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false
15,15,0.0,0,0.0,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true
16,15,0.0,0,0.0,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false
17,15,0.015625,0,0.0,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true
18,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false
19,15,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true
20,15,0.0,0,0.0,true,true,true,false,true,false,true,true,false,true,true,true,false,true,true
21,15,0.0,0,0.0,true,false,true,true,true,true,true,false,true,true,false,true,true,true,false
22,15,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
23,15,0.015625,0,0.0,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true
24,15,0.0,0,0.0,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true
25,15,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true
26,15,0.0,0,0.0,true,false,true,true,true,true,true,true,true,false,false,true,true,true,false
27,15,0.0,0,0.0,true,false,true,true,false,false,true,true,true,true,false,true,true,true,true
28,15,0.0,0,0.0,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false
29,15,0.015625,0,0.0,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true
30,15,0.0,0,0.0,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true
31,15,0.0,0,0.0,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true
32,15,0.0,0,0.0,true,true,true,false,false,true,true,true,true,true,false,true,true,false,true
33,15,0.015625,0,0.0,true,true,false,true,true,true,true,false,true,true,true,false,false,true,true
34,15,0.0,0,0.0,true,false,true,false,true,true,true,true,true,true,false,false,true,true,true
35,15,0.0,0,0.0,true,true,false,false,true,true,true,true,true,false,true,true,true,false,true
36,15,0.015625,0,0.0,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true
37,15,0.0,0,0.0,true,true,true,false,false,true,true,false,true,true,false,true,true,true,true
38,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true
39,15,0.0,0,0.0,true,true,true,true,true,false,true,true,false,true,true,false,true,false,true
40,15,0.0,0,0.0,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true
41,15,0.0,0,0.0,true,false,true,false,true,true,true,true,true,false,true,true,false,true,true
42,15,0.015625,0,0.0,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true
