KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9
1,10,0.0,0,0.0,true,true,true,true,false,true,false,true,true,true
2,10,0.0,0,0.0,true,true,true,false,true,true,true,false,true,true
3,10,0.0,0,0.0,false,true,false,true,true,true,true,true,true,true
4,10,0.0,0,0.0016149068322981366,false,true,true,true,false,true,true,false,true,true
5,10,0.0,0,0.0,true,false,true,true,false,true,false,true,true,true
6,10,0.0,0,0.0,true,true,true,false,true,true,true,false,false,true
7,10,0.0,0,0.0,false,true,true,false,true,true,true,true,true,true
8,10,0.0,0,0.0,true,true,true,false,true,true,true,false,true,false
9,10,0.0,0,0.0010229132569558102,false,true,true,true,true,false,true,true,true,false
10,10,0.0,0,0.0,true,true,true,true,true,false,true,false,true,true
11,10,0.0,0,7.945178269937431E-4,false,false,true,true,true,false,false,true,true,true
12,10,0.0,0,0.0,true,false,true,true,true,true,true,false,false,true
13,10,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true
14,10,0.0,0,2.1910604732690623E-4,true,true,false,true,false,true,true,false,true,true
15,10,0.0,0,0.0,false,false,true,true,true,false,true,true,true,true
16,10,0.0,0,0.0,true,false,false,true,true,true,true,false,true,true
17,10,0.0,0,0.0,true,false,true,false,true,true,true,true,false,true
18,10,0.0,0,0.0,true,true,false,true,true,true,false,false,true,true
19,10,0.0,0,3.531489111241907E-4,true,true,true,true,false,false,true,true,true,false
20,10,0.0,0,0.0,true,true,true,true,true,true,false,true,false,false
21,10,0.0,0,0.0,false,true,true,true,false,true,false,true,true,true
22,10,0.0,0,0.0,false,true,true,true,true,true,true,false,true,false
23,10,0.0,0,0.0,true,false,true,false,true,true,false,true,true,true
24,10,0.0,0,0.0,true,false,false,true,true,true,false,true,true,true
25,10,0.0,0,0.0,true,false,true,true,true,false,false,true,true,true
26,10,0.0,0,0.003018632247319663,true,true,true,false,false,false,true,true,true,true
27,10,0.0,0,0.0,true,true,false,false,true,false,true,true,true,false
28,10,0.0,0,0.0,true,false,true,true,false,true,true,false,true,true
29,10,0.0,0,0.0022256061848424506,true,true,true,true,false,false,true,true,true,true
30,10,0.0,0,0.0,true,true,true,false,true,true,true,true,false,false
31,10,0.0,0,0.0,false,true,true,true,true,false,false,true,true,true
32,10,0.0,0,0.0,true,false,true,true,true,true,false,false,true,true
33,10,0.0,0,9.554520482503284E-4,true,false,true,true,true,false,true,true,false,true
34,10,0.0,0,1.932367149758454E-4,true,true,true,true,false,true,false,true,false,true
35,10,0.0,0,0.0,true,true,true,true,true,true,true,false,true,false
36,10,0.0,0,0.0,true,true,true,true,true,false,true,true,true,false
37,10,0.0,0,0.0,true,false,true,true,true,false,false,true,true,true
38,10,0.0,0,0.0,true,true,true,true,false,true,false,false,true,true
39,10,0.0,0,4.4943820224719103E-4,true,true,true,true,false,true,false,true,false,true
40,10,0.0,0,0.0,true,true,true,true,true,false,true,true,false,true
41,10,0.0,0,0.0,true,true,true,true,false,true,false,true,true,true
42,10,0.0,0,0.0,false,true,true,true,false,true,true,true,true,true
43,10,0.0,0,0.0,true,true,true,true,true,true,false,true,false,false
44,10,0.0,0,0.0,true,true,false,true,true,true,true,true,false,true
45,10,0.0,0,0.0,true,true,false,true,true,true,true,false,true,false
46,10,0.0,0,0.0,true,true,true,true,false,false,false,true,true,true
47,10,0.0,0,0.0,false,true,true,true,true,true,true,true,false,false
48,10,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true
49,10,0.0,0,7.442552795608894E-4,true,false,true,true,true,false,true,true,true,false
50,10,0.0,0,0.0010406910188365075,false,true,true,true,false,false,true,true,true,true
51,10,0.0,0,0.0,true,false,true,false,true,true,true,true,true,true
52,10,0.0,0,0.0,true,true,false,true,true,true,true,false,false,true
53,10,0.0,0,0.0,true,true,true,false,true,false,true,false,true,true
54,10,0.0,0,7.59466203753933E-4,true,false,true,true,true,false,true,true,false,true
55,10,0.0,0,0.0,false,true,false,true,true,true,true,true,true,false
56,10,0.0,0,0.0,true,true,true,true,true,true,false,true,false,false
57,10,0.0,0,0.0,false,true,true,true,true,true,true,false,true,false
58,10,0.0,0,0.0030352851903376753,false,true,true,true,false,true,true,false,true,true
59,10,0.0,0,0.0,true,true,true,true,true,false,false,true,true,true
60,10,0.0,0,0.0,true,false,true,false,true,true,true,true,true,false
61,10,0.0,0,0.0025411556734062533,true,true,false,false,true,true,true,false,true,true
62,10,0.0,0,5.169027189083015E-4,true,true,true,false,false,true,true,true,true,false
63,10,0.0,0,0.0,false,true,false,true,true,false,true,true,true,true
64,10,0.0,0,0.0,false,true,true,true,false,true,true,true,true,false
65,10,0.0,0,0.0,true,true,true,true,true,false,false,true,false,true
66,10,0.0,0,0.0026940346375881976,true,true,false,true,true,true,false,true,false,true
67,10,0.0,0,0.0019064707861388358,false,false,true,true,true,true,true,false,true,true
