KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21
1,22,0.0,0,7.075471698113207E-4,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,false
2,22,0.0,0,0.0012487783689868607,false,true,false,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true
3,22,0.0,0,5.023863350916855E-5,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true
4,22,0.0,0,2.789400278940028E-4,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true
5,22,0.0,0,8.611082970317091E-4,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,true
6,22,0.0,0,2.455916302372415E-4,true,false,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,false
7,22,0.0,0,6.45647261379533E-4,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false
8,22,0.0,0,6.58443439708529E-4,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,false,true
9,22,0.0,0,3.5688793718772306E-4,false,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,false,true,true
10,22,0.0,0,5.672954190894909E-4,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true,true,true,false
11,22,0.0,0,1.0430791697089809E-4,true,true,true,true,true,false,true,true,false,true,false,true,true,false,true,true,false,true,true,true,true,true
12,22,0.0,0,9.220413996588446E-5,true,false,false,true,true,true,true,true,true,true,false,false,true,true,true,false,false,true,true,true,true,true
13,22,0.0,0,2.3639544229587254E-4,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true,true,true,true
14,22,0.0,0,5.270647762610025E-5,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true
15,22,0.0,0,0.0,true,true,false,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true
16,22,0.0,0,5.491762356465302E-4,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,false
17,22,0.0,0,6.314792401199811E-4,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true
18,22,0.0,0,0.0,true,true,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,true,false,true,true,true
19,22,0.0,0,0.0,false,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true
20,22,0.0,0,0.0,false,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true
21,22,0.0,0,6.571630775452431E-4,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,true,true,true,true,true,false
22,22,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true
23,22,0.0,0,0.0,false,true,true,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true
