KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14
1,15,0.0,0,0.0,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true
2,15,0.0,0,0.001474165253924965,true,false,false,true,true,false,true,true,true,false,true,true,true,true,true
3,15,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false
4,15,0.0,0,5.20407404653929E-4,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true
5,15,0.0,0,6.130737987585256E-4,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true
6,15,0.0,0,0.0,true,true,true,true,true,false,true,false,false,true,true,true,true,false,true
7,15,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true
8,15,0.0,0,7.013606396409034E-5,true,true,true,false,true,true,false,true,true,true,false,true,true,true,false
9,15,0.0,0,0.0015419574744359682,true,false,true,true,true,true,false,true,true,true,true,false,true,false,true
10,15,0.0,0,8.048584180873638E-4,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true
11,15,0.0,0,0.0,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true
12,15,0.0,0,5.177658403986797E-4,true,true,true,true,true,false,true,false,true,true,true,true,true,false,false
13,15,0.0,0,0.0010533138875384864,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false
14,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false
15,15,0.0,0,0.0013321839981192695,false,false,true,true,true,true,true,true,true,true,true,false,true,true,false
16,15,0.0,0,8.059100067159167E-4,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false
17,15,0.0,0,0.0014723597911926113,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true
18,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false
19,15,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true
20,15,0.0,0,4.52147701582517E-4,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true
21,15,0.0,0,0.001388460351743289,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false
22,15,0.0,0,0.0012554402410445264,true,true,true,true,true,true,false,true,false,true,true,false,true,true,false
23,15,0.0,0,0.0,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true
24,15,0.0,0,0.0,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true
25,15,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true
26,15,0.0,0,0.0026991657124161624,true,true,true,true,true,true,true,true,false,false,true,false,true,true,false
27,15,0.0,0,0.0,true,false,true,true,false,false,true,true,true,true,false,true,true,true,true
28,15,0.0,0,0.0,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false
29,15,0.0,0,0.0,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true
30,15,0.0,0,0.0,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true
31,15,0.0,0,0.0,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true
32,15,0.0,0,0.0,true,true,true,false,false,true,true,true,true,true,false,true,true,false,true
33,15,0.0,0,9.475909322836941E-4,true,false,true,true,false,true,false,true,true,true,true,true,false,true,true
34,15,0.0,0,0.001417128773875539,false,false,true,true,true,true,false,true,true,true,true,true,true,false,true
35,15,0.0,0,6.392329204954055E-4,true,true,true,true,true,false,false,true,true,false,true,false,true,true,true
36,15,0.0,0,0.0,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true
37,15,0.0,0,0.0,true,true,true,false,false,true,true,false,true,true,false,true,true,true,true
38,15,0.0,0,1.3945056477478735E-4,false,true,true,true,false,true,true,true,true,true,true,false,true,false,true
39,15,0.0,0,0.0014264366254584974,true,true,true,false,true,false,false,true,true,false,true,true,true,true,true
40,15,0.0,0,0.0,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true
41,15,0.0,0,0.001593752490238266,true,true,true,false,false,true,true,true,true,false,true,true,false,true,true
42,15,0.0,0,0.001454192922927775,true,true,true,true,true,true,false,true,true,true,false,true,false,false,true
43,15,0.0,0,0.0010432968179447052,true,true,false,true,false,false,true,true,true,true,true,true,true,false,true
44,15,0.0,0,9.707391485230897E-4,true,false,false,true,false,true,true,true,true,true,true,true,true,false,true
45,15,0.0,0,0.0,false,true,true,true,true,false,true,false,true,true,true,true,false,true,true
46,15,0.0,0,0.0,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true
47,15,0.0,0,0.0,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true
48,15,0.0,0,0.0,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false
49,15,0.0,0,1.4999250037498125E-4,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true
50,15,0.0,0,0.0,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true
51,15,0.0,0,0.0,false,true,false,true,false,true,true,true,true,true,true,true,false,true,true
52,15,0.0,0,0.0,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true
53,15,0.0,0,0.0,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false
54,15,0.0,0,3.4385530568736676E-4,true,true,false,false,true,true,false,true,true,true,true,true,true,false,true
55,15,0.0,0,0.0,true,true,true,false,true,true,false,true,true,false,true,false,true,true,true
56,15,0.0,0,0.0,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true
57,15,0.0,0,3.7996808268105477E-4,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true
58,15,0.0,0,0.0,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true
59,15,0.0,0,7.094211123723042E-5,true,true,true,false,true,true,true,true,false,true,false,true,true,true,false
60,15,0.0,0,0.0,true,false,true,true,true,true,false,true,true,true,true,false,false,true,true
61,15,0.0,0,0.0020799785292538917,true,false,true,true,true,false,true,true,true,false,false,true,true,true,true
62,15,0.0,0,0.0012853470437017994,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false
63,15,0.0,0,0.0,true,true,true,true,true,false,false,true,true,false,true,true,false,true,true
