KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21
900,22,0.015625,0,0.0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1028,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
1412,22,0.0,0,0.0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1669,22,0.015625,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
262,22,0.0,0,0.0,false,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false
646,22,0.0,0,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1543,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
523,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
907,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
909,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
398,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
20,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
1812,22,0.0,0,0.0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1943,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
1690,22,0.0,0,0.0,true,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false
156,22,0.0,0,0.0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1052,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
1564,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
29,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
1437,22,0.0,0,0.0,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false
286,22,0.0,0,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1186,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
1954,22,0.0,0,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
163,22,0.0,0,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
164,22,0.0,0,0.0,false,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false
933,22,0.0,0,0.0,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
167,22,0.0,0,0.0,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
295,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
168,22,0.0,0,0.0,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true
424,22,0.0,0,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true
1452,22,0.0,0,0.0,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
1326,22,0.0,0,0.0,false,false,true,true,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false
561,22,0.0,0,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1713,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
1842,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
51,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1459,22,0.015625,0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
692,22,0.0,0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
182,22,0.0,0,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1464,22,0.0,0,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
60,22,0.0,0,0.0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
