KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19
386,20,0.0,7,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
1410,20,0.0,83,0.0,false,true,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,false,false
261,20,0.0,169,0.0,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false
389,20,0.0,3,0.0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1285,20,0.0,10,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
1542,20,0.0,75,0.0,true,false,false,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false
775,20,0.0,6,0.0,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
1418,20,0.0,41,0.0,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
1674,20,0.0,4,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
908,20,0.0,38,0.0,false,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false
1421,20,0.0,37,0.0,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false
782,20,0.0,11,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
273,20,0.0,3,0.0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
913,20,0.0,11,0.0,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
530,20,0.0,78,0.0,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,false,false
147,20,0.0,28,0.0,false,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false
1939,20,0.0,11,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
665,20,0.0,221,0.0,false,false,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false
1177,20,0.0,7,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
1689,20,0.0,3,0.0,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
796,20,0.0,6,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
924,20,0.0,4,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
541,20,0.0,24,0.0,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
1054,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
673,20,0.0,10,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
676,20,0.0,14,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
1956,20,0.0,19,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
1317,20,0.0,102,0.0,false,true,false,false,false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,false
426,20,0.0,176,0.0,false,true,true,false,true,false,false,false,false,true,false,false,false,true,false,false,true,true,false,false
810,20,0.0,6,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
1323,20,0.0,3,0.0,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1708,20,0.0,301,0.0,false,true,true,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false
1836,20,0.0,34,0.0,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false
1070,20,0.0,11,0.0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
689,20,0.0,9,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1969,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
178,20,0.0,3,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1202,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
1587,20,0.0,2,0.0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
317,20,0.0,4,0.0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1087,20,0.0,15,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1215,20,0.0,9,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
1216,20,0.0,5,0.0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1345,20,0.0,2,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
1221,20,0.0,9,0.0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
70,20,0.0,5,0.0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1479,20,0.0,2,0.0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1608,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
972,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
333,20,0.0,4,0.0,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
589,20,0.0,4,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
974,20,0.0,51,0.0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1742,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
592,20,0.0,6,0.0,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false
1362,20,0.0,9,0.0,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
83,20,0.0,11,0.0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
723,20,0.0,33,0.0,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false
1107,20,0.0,42,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
598,20,0.0,4,0.0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
983,20,0.0,25,0.0,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
857,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
221,20,0.0,128,0.0,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,false,false,false
1629,20,0.0,53,0.0,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
351,20,0.0,3,0.0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1000,20,0.0,4,0.0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1516,20,0.0,3,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
1772,20,0.0,9,0.0,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
496,20,0.0,14,0.0,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
497,20,0.0,12,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
881,20,0.0,8,0.0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
242,20,0.0,2,0.0,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
370,20,0.0,7,0.0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
754,20,0.0,4,0.0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
1651,20,0.0,3,0.0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
634,20,0.0,3,0.0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1916,20,0.0,28,0.0,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1151,20,0.0,141,0.0,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false
