KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14
1,15,0.0,0,0.0,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true
2,15,0.0,0,0.0,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false
3,15,0.0,0,0.0,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false
4,15,0.0,0,5.20407404653929E-4,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true
5,15,0.0,0,0.0,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true
6,15,0.0,0,0.0,true,true,true,true,true,false,true,false,false,true,true,true,true,false,true
7,15,0.0,0,0.0,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true
8,15,0.0,0,7.013606396409034E-5,true,true,true,false,true,true,false,true,true,true,false,true,true,true,false
9,15,0.0,0,0.0015419574744359682,true,false,true,true,true,true,false,true,true,true,true,false,true,false,true
10,15,0.0,0,8.048584180873638E-4,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true
11,15,0.0,0,0.0,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true
12,15,0.0,0,5.177658403986797E-4,true,true,true,true,true,false,true,false,true,true,true,true,true,false,false
13,15,0.0,0,0.0,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false
14,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false
15,15,0.0,0,0.0013321839981192695,false,false,true,true,true,true,true,true,true,true,true,false,true,true,false
16,15,0.0,0,8.059100067159167E-4,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false
17,15,0.0,0,0.0,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true
18,15,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false
19,15,0.0,0,0.0,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true
20,15,0.0,0,4.52147701582517E-4,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true
21,15,0.0,0,0.001388460351743289,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false
22,15,0.0,0,0.0,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
23,15,0.0,0,0.0,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true
24,15,0.0,0,0.0,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true
25,15,0.0,0,0.0,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true
