KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9
1,10,0.0,0,0.08257866462010745,true,false,true,true,true,false,true,true,true,true
2,10,0.0,0,0.0,true,true,false,true,true,false,true,true,true,true
3,10,0.0,0,0.0,true,true,true,true,false,true,false,true,true,true
4,10,0.0,0,0.14633540372670809,true,true,false,true,true,false,true,true,false,true
5,10,0.0,0,0.0121667098110277,true,true,true,false,true,true,true,true,true,false
6,10,0.0,0,0.06624231308663286,true,false,true,true,false,false,true,true,true,true
7,10,0.0,0,8.772891764447856E-4,true,false,true,true,false,true,true,true,true,true
8,10,0.0,0,0.14849904194166488,true,false,false,true,true,false,true,true,true,true
9,10,0.0,0,0.12837561374795417,true,false,true,true,true,true,false,false,true,true
10,10,0.0,0,0.022263698173576856,false,true,false,true,true,true,true,true,true,true
11,10,0.0,0,0.12632833449200517,false,false,true,false,true,true,true,false,true,true
12,10,0.0,0,0.07389986411623288,false,true,false,false,true,true,true,true,true,true
13,10,0.0,0,0.0,true,true,true,true,true,true,false,true,false,true
14,10,0.0,0,0.10758106923751096,true,true,false,true,true,true,false,true,true,false
15,10,0.0,0,0.17748240813135263,true,true,true,false,false,true,true,false,true,true
16,10,0.0,0,0.08899167437557817,true,true,true,false,true,true,true,true,false,false
17,10,0.0,0,0.10112003381234151,true,true,true,true,false,true,false,true,true,false
18,10,0.0,0,0.06028938906752412,true,false,true,true,true,false,true,true,false,true
19,10,0.0,0,0.19234844025897588,false,true,false,true,false,true,true,true,true,true
20,10,0.0,0,0.1273660205245154,true,false,false,true,false,true,true,true,true,true
21,10,0.0,0,0.09379584992664011,true,true,true,false,true,true,true,false,false,true
22,10,0.0,0,0.18200433630450494,false,true,true,false,true,true,true,true,false,true
23,10,0.0,0,0.14641288433382138,true,true,false,true,true,true,true,false,true,false
24,10,0.0,0,0.13351526177481302,true,true,true,false,false,false,true,true,true,true
25,10,0.0,0,0.05453378956372968,true,true,true,false,true,true,true,false,true,false
26,10,0.0,0,0.1564484230248777,true,false,true,true,false,true,true,false,true,true
27,10,0.0,0,0.06153258169310147,true,true,true,true,false,true,true,true,false,false
28,10,0.0,0,0.02842278898616927,true,true,true,false,true,true,false,true,true,true
29,10,0.0,0,0.01534496895865058,false,true,true,true,true,true,true,false,true,true
30,10,0.0,0,0.12489982827704636,false,false,true,true,false,true,true,true,true,true
31,10,0.0,0,0.010148107515085025,true,true,false,false,true,true,true,true,true,true
32,10,0.0,0,0.13744364566833192,true,true,false,true,true,false,true,false,true,true
33,10,0.0,0,0.20900513555475936,false,true,true,true,true,true,false,true,false,true
34,10,0.0,0,0.09913043478260869,false,true,true,true,true,false,true,true,false,true
35,10,0.0,0,0.0,true,true,false,true,true,true,false,true,true,true
36,10,0.0,0,0.04253064931133646,true,true,true,false,true,true,true,false,true,true
37,10,0.0,0,0.07830103650292924,false,true,true,true,true,true,true,false,true,false
38,10,0.0,0,0.012910025029640363,false,true,true,true,true,false,true,true,true,true
39,10,0.0,0,0.0029213483146067415,true,true,true,true,true,true,true,false,true,false
40,10,0.0,0,0.0,false,true,true,true,true,true,true,false,true,true
41,10,0.0,0,0.08869814020028613,false,false,true,true,true,true,true,true,true,true
42,10,0.0,0,0.04551233155352148,true,true,false,true,true,true,true,false,true,true
43,10,0.0,0,0.1467900388393877,true,true,false,false,false,true,true,true,true,true
44,10,0.0,0,0.0,true,true,true,true,true,false,true,false,true,true
45,10,0.0,0,0.06696202531645569,false,true,true,true,true,true,true,true,false,true
46,10,0.0,0,0.08128834355828221,true,true,false,false,true,true,true,true,true,false
47,10,0.0,0,0.09397495316043783,true,true,false,true,true,false,true,true,true,false
48,10,0.0,0,0.1882455268389662,true,true,true,true,false,true,true,true,false,false
49,10,0.0,0,0.1098706856451763,true,true,true,true,false,true,false,false,true,true
50,10,0.0,0,0.12883754813195963,true,false,true,false,true,true,true,true,true,false
51,10,0.0,0,0.047918683446272994,true,true,false,true,true,true,true,true,false,true
52,10,0.0,0,0.0941213258286429,true,false,true,false,true,false,true,true,true,true
53,10,0.0,0,0.06143966260902904,true,true,false,true,false,true,false,true,true,true
54,10,0.0,0,0.1441900835412824,true,true,false,true,false,true,true,true,true,false
55,10,0.0,0,0.0288153681963714,true,false,true,true,false,false,true,true,true,true
56,10,0.0,0,0.042262801204819275,true,false,true,true,false,true,true,false,true,true
57,10,0.0,0,0.08038118914439611,true,false,false,true,false,true,true,true,true,true
58,10,0.0,0,0.23004932338434297,false,true,true,true,true,true,false,true,false,true
59,10,0.0,0,0.0,true,true,false,true,true,true,true,false,true,true
60,10,0.0,0,0.06880605381165919,true,true,true,true,true,true,false,true,true,false
61,10,0.0,0,0.1531322505800464,true,true,true,false,true,false,true,true,false,true
62,10,0.0,0,0.07639822185464695,false,false,false,true,true,true,true,true,true,true
63,10,0.0,0,0.16357558766443822,true,true,true,true,false,true,false,true,true,false
64,10,0.0,0,0.15925659718656945,true,false,false,true,true,false,true,true,true,true
65,10,0.0,0,0.07993495121341006,true,false,false,true,false,true,true,true,true,true
66,10,0.0,0,0.14470814624759462,false,true,true,true,true,true,true,false,true,false
67,10,0.0,0,0.17203095211393968,true,false,true,false,true,true,false,true,true,true
68,10,0.0,0,0.02218159658744668,true,false,true,true,true,true,true,true,true,false
69,10,0.0,0,0.0752768632146064,true,false,true,true,true,true,true,true,false,true
70,10,0.0,0,0.015129864671765992,true,false,true,true,false,true,true,true,false,true
71,10,0.0,0,0.007517854905400326,true,true,false,true,true,true,true,true,true,false
72,10,0.0,0,0.11191335740072202,true,true,false,false,true,true,true,true,true,false
73,10,0.0,0,0.03404614518851998,true,true,true,true,true,true,true,false,true,false
74,10,0.0,0,0.13993920972644378,false,true,true,false,true,true,true,true,false,true
75,10,0.0,0,0.06606415478615071,true,false,true,true,true,true,false,true,true,true
76,10,0.0,0,0.13602407138410458,false,true,true,true,true,true,true,true,false,false
77,10,0.0,0,0.158429822084157,false,true,true,true,false,true,true,false,true,true
78,10,0.0,0,0.13392070484581498,true,false,false,true,true,true,true,true,true,false
79,10,0.0,0,0.13619466035822914,true,true,false,true,true,true,false,true,false,true
80,10,0.0,0,0.06351414000927214,true,true,false,false,true,false,true,true,true,true
