KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3
1,4,0.0,0,0.03686635944700461,true,true,true,false
2,4,0.0,0,0.07783288821060663,true,true,false,true
3,4,0.0,0,0.0,true,true,false,true
4,4,0.0,0,0.0,true,true,true,false
5,4,0.0,0,0.381023348236463,true,false,false,true
6,4,0.0,0,0.0,false,true,true,true
7,4,0.0,0,0.15588052271313005,false,true,false,true
8,4,0.0,0,0.0,true,true,false,true
9,4,0.0,0,0.41835807331111785,true,true,false,false
10,4,0.0,0,0.024662939822426833,true,false,true,true
11,4,0.0,0,0.05201427842937277,false,true,true,true
12,4,0.0,0,0.29953611663353213,false,true,false,true
13,4,0.0,0,0.0,true,true,false,true
14,4,0.0,0,0.0695807314897413,true,false,true,true
15,4,0.0,0,0.0,true,true,true,false
16,4,0.0,0,0.0014094432699083862,true,false,true,true
17,4,0.0,0,0.0,true,true,true,false
18,4,0.0,0,0.15828988529718457,true,true,false,false
19,4,0.0,0,0.29840018548574077,true,false,true,false
20,4,0.0,0,0.0,true,false,true,true
21,4,0.0,0,0.0,true,true,true,false
22,4,0.0,0,0.0,true,false,true,true
23,4,0.0,0,0.26611990950226244,true,false,false,true
24,4,0.0,0,0.2740015868817773,false,true,true,false
25,4,0.0,0,0.0320738137082601,true,true,false,true
26,4,0.0,0,0.27406241804353526,true,false,false,true
27,4,0.0,0,0.0,false,true,true,true
28,4,0.0,0,0.09801912568306011,true,false,true,true
29,4,0.0,0,0.0,true,true,true,false
30,4,0.0,0,0.2983225806451613,true,true,false,false
31,4,0.0,0,0.08392857142857142,false,true,true,true
32,4,0.0,0,0.07677008750994431,true,false,true,true
33,4,0.0,0,0.0,true,true,false,true
34,4,0.0,0,0.2945570971184632,false,false,true,true
35,4,0.0,0,0.41528724440116843,true,false,false,true
36,4,0.0,0,0.12540192926045016,true,false,false,true
37,4,0.0,0,0.03310344827586207,true,false,true,true
38,4,0.0,0,0.0,true,true,false,true
39,4,0.0,0,0.4139001671841414,true,false,true,false
40,4,0.0,0,0.0,true,false,true,true
41,4,0.0,0,0.0,true,true,true,false
42,4,0.0,0,0.26528231451236584,true,false,false,true
43,4,0.0,0,0.0,true,true,false,true
44,4,0.0,0,0.16753926701570682,true,false,true,false
45,4,0.0,0,0.0,false,true,true,true
46,4,0.0,0,0.0074337427278603745,false,true,true,true
47,4,0.0,0,0.0,true,true,false,true
48,4,0.0,0,0.35312117503059975,false,true,true,false
49,4,0.0,0,0.3129787699715474,false,true,true,false
50,4,0.0,0,0.21413782904466133,true,false,false,true
51,4,0.0,0,0.33648277964035356,false,true,true,false
52,4,0.0,0,0.0,false,true,true,true
53,4,0.0,0,0.2860525182953078,true,false,false,true
54,4,0.0,0,0.37026823765354727,false,true,true,false
55,4,0.0,0,0.16501780767708746,false,true,false,true
56,4,0.0,0,0.4416816200974109,false,true,true,false
57,4,0.0,0,0.0,false,true,true,true
58,4,0.0,0,0.30656934306569344,true,false,false,true
59,4,0.0,0,0.4306800210859251,true,false,false,true
60,4,0.0,0,0.15221238938053097,true,true,false,false
61,4,0.0,0,0.127208480565371,true,true,false,true
62,4,0.0,0,0.14459992823824902,true,true,false,true
63,4,0.0,0,0.33218249075215783,true,true,false,false
64,4,0.0,0,0.0,true,true,true,false
65,4,0.0,0,0.0,true,false,true,true
66,4,0.0,0,0.3273871983210913,true,false,true,false
67,4,0.0,0,0.0,false,true,true,true
68,4,0.0,0,0.0,true,false,true,true
69,4,0.0,0,0.0,true,true,false,true
70,4,0.0,0,0.03825482137211508,true,true,false,true
71,4,0.0,0,0.003343363423604146,false,true,true,true
72,4,0.0,0,0.490298291340863,true,false,false,true
73,4,0.0,0,0.007188277578103401,true,true,false,true
74,4,0.0,0,0.007313997477931904,true,false,true,true
75,4,0.0,0,0.2904786150712831,false,true,false,true
76,4,0.0,0,0.1910507792860734,true,true,false,false
77,4,0.0,0,0.35368956743002544,true,false,true,false
78,4,0.0,0,0.0,false,true,true,true
79,4,0.0,0,0.0,true,true,true,false
80,4,0.0,0,0.0,false,true,true,true
81,4,0.0,0,0.28462940461725394,true,false,false,true
82,4,0.0,0,0.0,true,true,true,false
83,4,0.0,0,0.0,true,false,true,true
84,4,0.0,0,0.0,true,true,false,true
85,4,0.0,0,0.0,true,false,true,true
86,4,0.0,0,0.20542372881355933,true,true,true,false
87,4,0.0,0,0.0,true,true,true,false
88,4,0.0,0,0.0,true,true,false,true
89,4,0.0,0,0.1442125237191651,true,true,false,true
90,4,0.0,0,0.07538330494037479,true,false,true,true
91,4,0.0,0,0.4821284600913733,true,false,false,true
92,4,0.0,0,0.0,false,true,true,true
93,4,0.0,0,0.0,false,true,true,true
94,4,0.0,0,0.03414769572459744,true,true,true,false
95,4,0.0,0,0.0,false,true,true,true
96,4,0.0,0,0.0,false,true,true,true
97,4,0.0,0,0.0,true,false,true,true
98,4,0.0,0,0.0,true,true,false,true
99,4,0.0,0,0.08323598130841121,false,true,true,true
100,4,0.0,0,0.04362005707297187,false,true,true,true
101,4,0.0,0,0.19377413127413126,true,false,false,true
102,4,0.0,0,0.14066757493188012,true,false,true,true
103,4,0.0,0,0.0,true,true,true,false
104,4,0.0,0,0.0,true,true,true,false
105,4,0.0,0,0.0,true,true,true,false
106,4,0.0,0,0.0,true,true,true,false
107,4,0.0,0,0.0,true,false,true,true
108,4,0.0,0,0.42343242568073947,true,false,true,false
109,4,0.0,0,0.0,true,true,true,false
110,4,0.0,0,0.42311459353574926,false,true,false,true
111,4,0.0,0,0.3814752252252252,false,true,true,false
112,4,0.0,0,0.0,true,true,false,true
113,4,0.0,0,0.0,false,true,true,true
114,4,0.0,0,0.33054074638233055,true,true,false,false
115,4,0.0,0,0.0,true,true,false,true
116,4,0.0,0,0.028922237380627557,true,true,false,true
117,4,0.0,0,0.23871811641595814,false,true,true,false
118,4,0.0,0,0.03280196198651134,true,false,true,true
119,4,0.0,0,0.3316304810557684,false,false,true,true
120,4,0.0,0,0.3239235814086113,true,false,false,true
121,4,0.0,0,0.22391505078485688,true,false,true,false
122,4,0.0,0,0.12414266117969822,false,true,false,true
123,4,0.0,0,0.26297169811320753,true,false,true,false
124,4,0.0,0,0.060658578856152515,true,false,true,true
125,4,0.0,0,0.0,true,true,true,false
126,4,0.0,0,0.0,false,true,true,true
127,4,0.0,0,0.11703056768558952,true,true,false,true
128,4,0.0,0,0.0,true,false,true,true
129,4,0.0,0,0.07797270955165692,true,true,true,false
130,4,0.0,0,0.0,true,true,false,true
131,4,0.0,0,0.0,false,true,true,true
132,4,0.0,0,0.0,true,false,true,true
133,4,0.0,0,0.01525478740668614,true,true,false,true
134,4,0.0,0,0.1124930901050304,true,true,false,true
135,4,0.0,0,0.0,true,true,false,true
136,4,0.0,0,0.2357253943568096,false,true,false,true
137,4,0.0,0,0.3396793587174349,false,true,false,true
138,4,0.0,0,0.0,false,true,true,true
139,4,0.0,0,0.3295880149812734,false,true,false,true
140,4,0.0,0,0.0,true,true,false,true
141,4,0.0,0,0.30908683974932855,false,true,true,false
142,4,0.0,0,0.0,true,true,false,true
143,4,0.0,0,0.18608037274315667,true,false,true,false
144,4,0.0,0,0.3728357060407849,true,false,false,true
145,4,0.0,0,0.0,false,true,true,true
146,4,0.0,0,0.05245346869712352,true,false,true,true
147,4,0.0,0,0.0,true,true,true,false
148,4,0.0,0,0.0,true,true,false,true
149,4,0.0,0,0.33508700930797247,true,false,true,false
150,4,0.0,0,0.0,true,true,false,true
151,4,0.0,0,0.0,false,true,true,true
152,4,0.0,0,0.1357733175914994,true,true,false,true
153,4,0.0,0,0.3190960451977401,true,false,false,true
154,4,0.0,0,0.40222428174235403,false,false,true,true
155,4,0.0,0,0.0,false,true,true,true
156,4,0.0,0,0.36393176279447603,true,true,false,false
157,4,0.0,0,0.0,true,false,true,true
158,4,0.0,0,0.21813285457809695,true,true,false,false
159,4,0.0,0,0.0,true,true,false,true
160,4,0.0,0,0.0,true,false,true,true
161,4,0.0,0,0.10652741514360313,true,true,false,true
162,4,0.0,0,0.19374068554396423,true,true,false,false
163,4,0.0,0,0.0,true,true,false,true
164,4,0.0,0,0.15824808184143221,true,true,true,false
165,4,0.0,0,0.0,true,true,true,false
166,4,0.0,0,0.0,true,true,false,true
167,4,0.0,0,0.0,true,false,true,true
168,4,0.0,0,0.2524964336661912,true,true,false,false
169,4,0.0,0,0.09286047596826878,true,false,true,true
170,4,0.0,0,0.0,true,false,true,true
171,4,0.0,0,0.2230277185501066,false,true,false,true
172,4,0.0,0,0.38631128660743663,false,true,false,true
173,4,0.0,0,0.0,true,true,true,false
174,4,0.0,0,0.3546916246700264,false,true,true,false
175,4,0.0,0,0.4316628701594533,false,true,true,false
176,4,0.0,0,0.2439511100024944,false,true,false,true
177,4,0.0,0,0.48404255319148937,true,true,false,false
178,4,0.0,0,0.036219816819317234,false,true,true,true
179,4,0.0,0,0.0,true,false,true,true
180,4,0.0,0,0.0,true,true,true,false
181,4,0.0,0,0.14336553126588714,false,false,true,true
182,4,0.0,0,0.26446587537091987,false,true,true,false
183,4,0.0,0,0.0,true,true,false,true
184,4,0.0,0,0.0,false,true,true,true
185,4,0.0,0,0.3403969957081545,true,false,false,true
186,4,0.0,0,0.0,true,true,false,true
187,4,0.0,0,0.1350771869639794,true,false,true,true
188,4,0.0,0,0.0,true,false,true,true
189,4,0.0,0,0.0,true,true,false,true
190,4,0.0,0,0.3118421052631579,false,false,true,true
191,4,0.0,0,0.4610810810810811,false,false,true,true
192,4,0.0,0,0.3768831168831169,true,false,true,false
193,4,0.0,0,0.17041030248577418,false,true,true,false
194,4,0.0,0,0.0,true,false,true,true
195,4,0.0,0,0.0,false,true,true,true
196,4,0.0,0,0.37865748709122204,true,true,false,false
197,4,0.0,0,0.31985731272294887,false,true,true,false
198,4,0.0,0,0.0,true,true,true,false
199,4,0.0,0,0.0,false,true,true,true
200,4,0.0,0,0.16036036036036036,false,false,true,true
201,4,0.0,0,0.07531943510423672,true,false,true,true
202,4,0.0,0,0.0,true,true,true,false
203,4,0.0,0,0.0,true,false,true,true
204,4,0.0,0,0.2552651611266176,false,true,false,true
205,4,0.0,0,0.0011370096645821489,true,true,true,false
206,4,0.0,0,0.0,true,true,false,true
207,4,0.0,0,0.056653177814806,true,true,false,true
208,4,0.0,0,0.0,true,true,false,true
209,4,0.0,0,0.3162878787878788,false,true,false,true
210,4,0.0,0,0.0,true,false,true,true
211,4,0.0,0,0.37193643953676275,false,false,true,true
212,4,0.0,0,0.07255520504731862,true,false,true,true
213,4,0.0,0,0.07642765135251181,true,true,false,true
214,4,0.0,0,0.37924438067910093,false,true,false,true
215,4,0.0,0,0.1750943396226415,true,false,true,true
216,4,0.0,0,0.0,true,true,false,true
217,4,0.0,0,0.3246318607764391,true,false,true,false
218,4,0.0,0,3.439972480220158E-4,true,true,true,false
