KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3
1,4,0.0,0,0.0,false,true,false,true
2,4,0.0,0,0.0,false,false,true,true
3,4,0.0,0,0.0,true,true,false,true
4,4,0.0,0,0.0,true,true,true,false
5,4,0.0,0,0.0,false,false,true,true
6,4,0.0,0,0.0,false,true,true,true
7,4,0.0,0,0.0,true,false,true,false
8,4,0.0,0,0.0,true,true,false,true
9,4,0.0,0,0.0,true,false,false,true
10,4,0.0,0,0.0,true,true,true,false
11,4,0.0,0,0.0,true,false,true,false
12,4,0.0,0,0.0,false,false,true,true
13,4,0.0,0,0.0,true,true,false,true
14,4,0.0,0,0.0,true,true,true,false
15,4,0.0,0,0.0,true,true,true,false
16,4,0.0,0,0.0,true,true,false,false
17,4,0.0,0,0.0,true,true,true,false
18,4,0.0,0,0.0,false,false,true,true
19,4,0.0,0,0.0,false,true,false,true
20,4,0.0,0,0.0,true,false,true,true
21,4,0.0,0,0.0,true,true,true,false
22,4,0.0,0,0.0,true,false,true,true
23,4,0.0,0,0.0,false,true,true,false
24,4,0.0,0,0.0,true,false,false,true
25,4,0.0,0,0.0,true,false,true,false
26,4,0.0,0,0.0,false,true,true,false
27,4,0.0,0,0.0,false,true,true,true
28,4,0.0,0,0.0,false,true,false,true
29,4,0.0,0,0.0,true,true,true,false
30,4,0.0,0,0.0,false,true,true,false
31,4,0.0,0,0.0,true,false,false,true
32,4,0.0,0,0.0,false,true,false,true
33,4,0.0,0,0.0,true,true,false,true
34,4,0.0,0,0.0,true,false,true,false
35,4,0.0,0,0.0,true,false,true,false
36,4,0.0,0,0.0,false,true,false,true
37,4,0.0,0,0.0,false,true,true,false
38,4,0.0,0,0.0,true,true,false,true
39,4,0.0,0,0.0,true,false,false,true
40,4,0.0,0,0.0,true,false,true,true
41,4,0.0,0,0.0,true,true,true,false
42,4,0.0,0,0.0,false,true,false,true
43,4,0.0,0,0.0,true,true,false,true
44,4,0.0,0,0.0,false,true,false,true
45,4,0.0,0,0.0,false,true,true,true
46,4,0.0,0,0.0,true,false,false,true
47,4,0.0,0,0.0,true,true,false,true
48,4,0.0,0,0.0,true,false,true,false
49,4,0.0,0,0.0,true,false,false,true
50,4,0.0,0,0.0,true,true,false,false
51,4,0.0,0,9.143553794574825E-4,true,false,true,false
52,4,0.0,0,0.0,false,true,true,true
53,4,0.0,0,0.0,false,true,true,false
54,4,0.0,0,0.0,true,false,false,true
55,4,0.0,0,0.0,true,false,true,false
56,4,0.0,0,0.0,false,false,true,true
57,4,0.0,0,0.0,false,true,true,true
58,4,0.0,0,0.0,true,false,true,false
59,4,0.0,0,0.0,false,true,false,true
60,4,0.0,0,0.0,false,true,false,true
61,4,0.0,0,0.0,false,false,true,true
62,4,0.0,0,0.0,false,false,true,true
63,4,0.0,0,0.0,false,true,true,false
64,4,0.0,0,0.0,true,true,true,false
65,4,0.0,0,0.0,true,false,true,true
66,4,0.0,0,0.0,false,true,false,true
67,4,0.0,0,0.0,false,true,true,true
68,4,0.0,0,0.0,true,false,true,true
69,4,0.0,0,0.0,true,true,false,true
70,4,0.0,0,0.0,false,true,true,false
71,4,0.0,0,0.0,true,true,true,false
72,4,0.0,0,0.0,true,false,true,false
73,4,0.0,0,0.0,true,false,true,true
74,4,0.0,0,0.0,true,true,false,true
75,4,0.0,0,0.0,true,false,true,false
76,4,0.0,0,0.0,false,false,true,true
77,4,0.0,0,0.0,false,true,false,true
78,4,0.0,0,0.0,false,true,true,true
79,4,0.0,0,0.0,true,true,true,false
80,4,0.0,0,0.0,false,true,true,true
81,4,0.0,0,0.0,true,false,true,false
82,4,0.0,0,0.0,true,true,true,false
83,4,0.0,0,0.0,true,false,true,true
84,4,0.0,0,0.0,true,true,false,true
85,4,0.0,0,0.0,true,false,true,true
86,4,0.0,0,0.0,true,false,true,true
87,4,0.0,0,0.0,true,true,true,false
88,4,0.0,0,0.0,true,true,false,true
89,4,0.0,0,0.0,false,true,true,false
90,4,0.0,0,0.0,false,true,false,false
91,4,0.0,0,0.0,true,false,true,false
92,4,0.0,0,0.0,false,true,true,true
93,4,0.0,0,0.0,false,true,true,true
94,4,0.0,0,0.0,true,true,false,true
95,4,0.0,0,0.0,false,true,true,true
